"","V1","V2","V3","V4","V5","V6","V7"
"84","0","D","0.0162683202009383","1","1.15336215243258","10","0.55668402263666"
"85","0","C","0.139333191546646","1","0.111182460652286","8","0.508369292491551"
"86","0","A","0.679146152120397","1","-2.69375601825227","3","0.200185188688826"
"87","1","B","-0.945737535626895","1","-1.33965016671532","5","0.400233548694051"
"88","0","C","0.650877320249026","2","1.86889206736704","8","0.184321309804626"
"89","1","B","-2.21894976234568","0","2.71835937003388","5","0.467637622276924"
"90","0","B","-0.00303315443135584","3","-1.50011664197464","6","0.591632862340395"
"91","0","D","0.209698526323667","0","-1.41762891551052","10","0.577177027077277"
"92","0","A","0.661355809509685","1","-2.2557692985445","3","0.715537234709005"
"93","0","C","1.20573899127754","1","-0.731517583907633","8","0.221254073172992"
"94","0","A","-0.402736080267387","1","-0.517115571729034","3","0.419203161152932"
"95","0","A","0.443207837007451","1","-1.23183659723564","3","0.424122627460924"
"96","1","A","-0.395784020631222","0","-2.93070847567189","3","0.0757698734606822"
"97","0","B","-0.518887926557629","1","-0.76276467740483","6","0.637167118925585"
"98","0","B","1.72754564043301","0","0.328196054121265","6","0.124463504085002"
"99","0","B","2.35028296537228","1","-1.49961899352665","6","0.64598365937833"
"100","0","C","0.567549552172243","1","-1.24181800666752","8","0.676463115582867"
